FID,Id,soft_slope,soft_shelf,s_t_s_bott,sst,ocean_poll,dem_non_hi,dem_dest,X,Y
726,0,0,0,1,36,1.1996800,1.0467200,0.8340090,707775.778719000050000,6462416.224840000300000
727,0,0,0,1,34,1.1985800,1.0467200,0.8340090,709775.778719000050000,6462416.224840000300000
728,0,0,0,1,31,1.1946900,1.0467200,0.8340090,711775.778719000050000,6462416.224840000300000
729,0,0,0,1,29,1.1795400,1.0467300,0.8340160,713775.778719000050000,6462416.224840000300000
730,0,0,0,1,29,1.1659400,1.0467300,0.8340160,715775.778719000050000,6462416.224840000300000
731,0,0,0,1,25,1.0230000,1.0467300,0.8340160,723775.778719000050000,6462416.224840000300000
732,0,0,0,1,26,1.0034500,1.0582401,0.8431870,725775.778719000050000,6462416.224840000300000
733,0,0,0,1,28,0.9246940,1.0582401,0.8431870,727775.778719000050000,6462416.224840000300000
734,0,0,0,1,28,0.8934830,1.0582401,0.8431870,729775.778719000050000,6462416.224840000300000
735,0,0,0,1,28,0.8507960,1.0582401,0.8431870,731775.778719000050000,6462416.224840000300000
736,0,0,0,1,29,0.8104420,1.0582401,0.8431870,733775.778719000050000,6462416.224840000300000
737,0,0,0,1,0,0.7851300,1.0582401,0.8431870,735775.778719000050000,6462416.224840000300000
738,0,0,0,1,0,0.7638600,1.4043700,1.7123200,737775.778719000050000,6462416.224840000300000
739,0,0,0,1,0,0.7402220,1.4043700,1.7123200,739775.778719000050000,6462416.224840000300000
740,0,0,0,1,0,0.7432890,1.4043700,1.7123200,741775.778719000050000,6462416.224840000300000
741,0,0,0,1,26,0.7998280,1.4043700,1.7123200,743775.778719000050000,6462416.224840000300000
742,0,0,0,1,26,0.8369290,1.4043700,1.7123200,745775.778719000050000,6462416.224840000300000
743,0,0,0,1,27,0.9192450,1.4043700,1.7123200,747775.778719000050000,6462416.224840000300000
744,0,0,0,1,28,1.0548700,1.3987600,1.7054800,749775.778719000050000,6462416.224840000300000
745,0,0,0,1,30,1.1914099,1.3987600,1.7054800,751775.778719000050000,6462416.224840000300000
746,0,0,0,1,32,1.3007100,1.3987600,1.7054800,753775.778719000050000,6462416.224840000300000
747,0,0,0,1,32,1.3626400,1.3987600,1.7054800,755775.778719000050000,6462416.224840000300000
748,0,0,0,1,30,1.4030300,1.3987600,1.7054800,757775.778719000050000,6462416.224840000300000
749,0,0,0,1,29,1.4069500,1.3987600,1.7054800,759775.778719000050000,6462416.224840000300000
750,0,0,0,1,27,1.3747200,1.3445400,1.6393700,761775.778719000050000,6462416.224840000300000
751,0,0,0,1,25,1.3051900,1.3445400,1.6393700,763775.778719000050000,6462416.224840000300000
752,0,0,0,1,23,1.2334700,1.3445400,1.6393700,765775.778719000050000,6462416.224840000300000
753,0,0,0,1,24,1.1533000,1.3445400,1.6393700,767775.778719000050000,6462416.224840000300000
754,0,0,0,1,25,1.0943500,1.3445400,1.6393700,769775.778719000050000,6462416.224840000300000
755,0,0,0,1,23,0.9426850,1.3445400,1.6393700,771775.778719000050000,6462416.224840000300000
756,0,0,0,1,21,0.8232550,1.3445400,1.6393700,773775.778719000050000,6462416.224840000300000
757,0,0,0,1,22,0.7384240,1.4348600,1.9566400,775775.778719000050000,6462416.224840000300000
758,0,0,0,1,22,0.6733050,1.4348600,1.9566400,777775.778719000050000,6462416.224840000300000
759,0,0,0,1,22,0.6423370,1.4348600,1.9566400,779775.778719000050000,6462416.224840000300000
760,0,0,0,1,20,0.6375690,1.4348600,1.9566400,781775.778719000050000,6462416.224840000300000
761,0,0,0,1,17,0.6404900,1.4348600,1.9566400,783775.778719000050000,6462416.224840000300000
762,0,0,0,1,10,0.6565880,1.4348600,1.9566400,785775.778719000050000,6462416.224840000300000
763,0,0,0,1,6,0.6680180,1.3960299,1.9036900,787775.778719000050000,6462416.224840000300000
764,0,0,0,1,2,0.6811080,1.3960299,1.9036900,789775.778719000050000,6462416.224840000300000
765,0,0,0,1,0,0.6954640,1.3960299,1.9036900,791775.778719000050000,6462416.224840000300000
766,0,0,0,1,0,0.7079020,1.3960299,1.9036900,793775.778719000050000,6462416.224840000300000
767,0,0,0,1,0,0.6005940,0.5859980,0.4881930,821775.778719000050000,6462416.224840000300000
768,0,0,0,1,0,1.0781600,0.5820120,0.4848730,823775.778719000050000,6462416.224840000300000
769,0,0,0,1,0,0.5724390,0.5820120,0.4848730,827775.778719000050000,6462416.224840000300000
770,0,0,0,1,0,0.5506240,0.5664640,0.5003390,843775.778719000050000,6462416.224840000300000
771,0,0,0,1,31,0.8272690,5.7214198,0.3104730,881775.778719000050000,6462416.224840000300000
772,0,0,0,1,32,1.5537900,5.7214198,0.3104730,883775.778719000050000,6462416.224840000300000
773,0,0,0,1,33,1.5729300,6.1672001,0.3346630,885775.778719000050000,6462416.224840000300000
774,0,0,0,1,31,1.5673800,6.1672001,0.3346630,887775.778719000050000,6462416.224840000300000
775,0,0,0,1,28,1.5464600,6.1672001,0.3346630,889775.778719000050000,6462416.224840000300000
776,0,0,0,1,24,1.5041400,6.1672001,0.3346630,891775.778719000050000,6462416.224840000300000
777,0,0,0,1,20,1.4446599,6.1672001,0.3346630,893775.778719000050000,6462416.224840000300000
778,0,0,0,1,16,1.4021000,6.1672001,0.3346630,895775.778719000050000,6462416.224840000300000
779,0,0,0,1,18,1.3791000,6.4121399,0.3479550,897775.778719000050000,6462416.224840000300000
780,0,0,0,1,21,1.3447200,6.4121399,0.3479550,899775.778719000050000,6462416.224840000300000
781,0,0,0,1,0,1.3131599,6.4121399,0.3479550,901775.778719000050000,6462416.224840000300000
782,0,0,0,1,33,1.1659700,1.0467200,0.8340090,701775.778719000050000,6464416.224840000300000
783,0,0,0,1,33,1.1849999,1.0467200,0.8340090,703775.778719000050000,6464416.224840000300000
784,0,0,0,1,34,1.1834700,1.0467200,0.8340090,705775.778719000050000,6464416.224840000300000
785,0,0,0,1,35,1.1804800,1.0467200,0.8340090,707775.778719000050000,6464416.224840000300000
786,0,0,0,1,32,1.1750200,1.0467200,0.8340090,709775.778719000050000,6464416.224840000300000
787,0,0,0,1,30,1.1672699,1.0467200,0.8340090,711775.778719000050000,6464416.224840000300000
788,0,0,0,1,28,1.1520600,1.0467300,0.8340160,713775.778719000050000,6464416.224840000300000
789,0,0,0,1,27,1.1400599,1.0467300,0.8340160,715775.778719000050000,6464416.224840000300000
790,0,0,0,1,25,1.1189300,1.0467300,0.8340160,717775.778719000050000,6464416.224840000300000
791,0,0,0,1,22,1.1079201,1.0467300,0.8340160,719775.778719000050000,6464416.224840000300000
792,0,0,0,1,23,0.6881330,1.0467300,0.8340160,721775.778719000050000,6464416.224840000300000
793,0,0,0,1,25,1.0217201,1.0467300,0.8340160,723775.778719000050000,6464416.224840000300000
794,0,0,0,1,26,1.0044900,1.0582401,0.8431870,725775.778719000050000,6464416.224840000300000
795,0,0,0,1,28,0.9366570,1.0582401,0.8431870,727775.778719000050000,6464416.224840000300000
796,0,0,0,1,29,0.9071410,1.0582401,0.8431870,729775.778719000050000,6464416.224840000300000
797,0,0,0,1,30,0.8734310,1.0582401,0.8431870,731775.778719000050000,6464416.224840000300000
798,0,0,0,1,30,0.8439360,1.0582401,0.8431870,733775.778719000050000,6464416.224840000300000
799,0,0,0,1,0,0.8050970,1.0582401,0.8431870,735775.778719000050000,6464416.224840000300000
800,0,0,0,1,27,0.7600270,1.4043700,1.7123200,743775.778719000050000,6464416.224840000300000
801,0,0,0,1,26,0.8257860,1.4043700,1.7123200,745775.778719000050000,6464416.224840000300000
802,0,0,0,1,26,0.9111650,1.4043700,1.7123200,747775.778719000050000,6464416.224840000300000
803,0,0,0,1,26,1.0497400,1.3987600,1.7054800,749775.778719000050000,6464416.224840000300000
804,0,0,0,1,29,1.1874800,1.3987600,1.7054800,751775.778719000050000,6464416.224840000300000
805,0,0,0,1,32,1.2644700,1.3987600,1.7054800,753775.778719000050000,6464416.224840000300000
806,0,0,0,1,32,1.3336000,1.3987600,1.7054800,755775.778719000050000,6464416.224840000300000
807,0,0,0,1,30,1.3848799,1.3987600,1.7054800,757775.778719000050000,6464416.224840000300000
808,0,0,0,1,28,1.3905100,1.3987600,1.7054800,759775.778719000050000,6464416.224840000300000
809,0,0,0,1,25,1.3566999,1.3445400,1.6393700,761775.778719000050000,6464416.224840000300000
810,0,0,0,1,24,1.2823600,1.3445400,1.6393700,763775.778719000050000,6464416.224840000300000
811,0,0,0,1,23,1.2012900,1.3445400,1.6393700,765775.778719000050000,6464416.224840000300000
812,0,0,0,1,23,1.1457300,1.3445400,1.6393700,767775.778719000050000,6464416.224840000300000
813,0,0,0,1,24,1.0403600,1.3445400,1.6393700,769775.778719000050000,6464416.224840000300000
814,0,0,0,1,22,0.8885660,1.3445400,1.6393700,771775.778719000050000,6464416.224840000300000
815,0,0,0,1,21,0.7767310,1.4348600,1.9566400,773775.778719000050000,6464416.224840000300000
816,0,0,0,1,21,0.7340730,1.4348600,1.9566400,775775.778719000050000,6464416.224840000300000
817,0,0,0,1,22,0.6689140,1.4348600,1.9566400,777775.778719000050000,6464416.224840000300000
818,0,0,0,1,21,0.6381980,1.4348600,1.9566400,779775.778719000050000,6464416.224840000300000
819,0,0,0,1,18,0.6342540,1.4348600,1.9566400,781775.778719000050000,6464416.224840000300000
820,0,0,0,1,15,0.6379430,1.4348600,1.9566400,783775.778719000050000,6464416.224840000300000
821,0,0,0,1,10,0.6537770,1.3960299,1.9036900,785775.778719000050000,6464416.224840000300000
822,0,0,0,1,7,0.6648610,1.3960299,1.9036900,787775.778719000050000,6464416.224840000300000
823,0,0,0,1,3,0.6980070,1.3960299,1.9036900,791775.778719000050000,6464416.224840000300000
824,0,0,0,1,0,0.7130920,1.3960299,1.9036900,793775.778719000050000,6464416.224840000300000
825,0,0,0,1,0,0.6965050,1.3960299,1.9036900,795775.778719000050000,6464416.224840000300000
826,0,0,0,1,37,0.9760270,0.5859980,0.4881930,813775.778719000050000,6464416.224840000300000
827,0,0,0,1,42,0.5996900,0.5859980,0.4881930,821775.778719000050000,6464416.224840000300000
828,0,0,0,1,25,0.5817690,0.5820120,0.4848730,827775.778719000050000,6464416.224840000300000
829,0,0,0,1,0,0.8814140,0.5664640,0.5003390,843775.778719000050000,6464416.224840000300000
830,0,0,0,1,33,0.8330020,5.7214198,0.3104730,881775.778719000050000,6464416.224840000300000
831,0,0,0,1,32,1.5479300,5.7214198,0.3104730,883775.778719000050000,6464416.224840000300000
832,0,0,0,1,31,1.5693600,6.1672001,0.3346630,885775.778719000050000,6464416.224840000300000
833,0,0,0,1,29,1.5651000,6.1672001,0.3346630,887775.778719000050000,6464416.224840000300000
834,0,0,0,1,25,1.5494000,6.1672001,0.3346630,889775.778719000050000,6464416.224840000300000
835,0,0,0,1,22,1.5069600,6.1672001,0.3346630,891775.778719000050000,6464416.224840000300000
836,0,0,0,1,19,1.4350700,6.1672001,0.3346630,893775.778719000050000,6464416.224840000300000
837,0,0,0,1,15,1.3892100,6.1672001,0.3346630,895775.778719000050000,6464416.224840000300000
838,0,0,0,1,17,1.3515700,6.4121399,0.3479550,897775.778719000050000,6464416.224840000300000
839,0,0,0,1,19,1.2969800,6.4121399,0.3479550,899775.778719000050000,6464416.224840000300000
840,0,0,0,1,0,1.2607700,6.4121399,0.3479550,901775.778719000050000,6464416.224840000300000
841,0,0,0,1,33,0.6286270,1.0467200,0.8340090,701775.778719000050000,6466416.224840000300000
842,0,0,0,1,33,1.1797700,1.0467200,0.8340090,703775.778719000050000,6466416.224840000300000
843,0,0,0,1,33,1.1738900,1.0467200,0.8340090,705775.778719000050000,6466416.224840000300000
844,0,0,0,1,33,1.1547101,1.0467200,0.8340090,707775.778719000050000,6466416.224840000300000
845,0,0,0,1,31,1.1389600,1.0467200,0.8340090,709775.778719000050000,6466416.224840000300000
846,0,0,0,1,28,1.1334200,1.0467200,0.8340090,711775.778719000050000,6466416.224840000300000
847,0,0,0,1,27,1.1249100,1.0467300,0.8340160,713775.778719000050000,6466416.224840000300000
848,0,0,0,1,26,1.1169900,1.0467300,0.8340160,715775.778719000050000,6466416.224840000300000
849,0,0,0,1,24,1.1039799,1.0467300,0.8340160,717775.778719000050000,6466416.224840000300000
850,0,0,0,1,22,1.0818400,1.0467300,0.8340160,719775.778719000050000,6466416.224840000300000
851,0,0,0,1,23,1.0561500,1.0467300,0.8340160,721775.778719000050000,6466416.224840000300000
852,0,0,0,1,25,1.0201600,1.0467300,0.8340160,723775.778719000050000,6466416.224840000300000
853,0,0,0,1,27,0.9953190,1.0582401,0.8431870,725775.778719000050000,6466416.224840000300000
854,0,0,0,1,29,0.9417610,1.0582401,0.8431870,727775.778719000050000,6466416.224840000300000
855,0,0,0,1,30,0.9283110,1.0582401,0.8431870,729775.778719000050000,6466416.224840000300000
856,0,0,0,1,32,0.8788940,1.0582401,0.8431870,731775.778719000050000,6466416.224840000300000
857,0,0,0,1,32,0.8534190,1.0582401,0.8431870,733775.778719000050000,6466416.224840000300000
858,0,0,0,1,0,0.8108100,1.0582401,0.8431870,735775.778719000050000,6466416.224840000300000
859,0,0,0,1,27,0.7081070,1.4043700,1.7123200,743775.778719000050000,6466416.224840000300000
860,0,0,0,1,27,0.8131290,1.4043700,1.7123200,745775.778719000050000,6466416.224840000300000
861,0,0,0,1,25,0.8601110,1.4043700,1.7123200,747775.778719000050000,6466416.224840000300000
862,0,0,0,1,25,0.9980950,1.3987600,1.7054800,749775.778719000050000,6466416.224840000300000
863,0,0,0,1,29,1.1426800,1.3987600,1.7054800,751775.778719000050000,6466416.224840000300000
864,0,0,0,1,33,1.2181500,1.3987600,1.7054800,753775.778719000050000,6466416.224840000300000
865,0,0,0,1,32,1.3019700,1.3987600,1.7054800,755775.778719000050000,6466416.224840000300000
866,0,0,0,1,29,1.3338799,1.3987600,1.7054800,757775.778719000050000,6466416.224840000300000
867,0,0,0,1,27,1.3469900,1.3987600,1.7054800,759775.778719000050000,6466416.224840000300000
868,0,0,0,1,24,1.3117000,1.3445400,1.6393700,761775.778719000050000,6466416.224840000300000
869,0,0,0,1,24,1.2266999,1.3445400,1.6393700,763775.778719000050000,6466416.224840000300000
870,0,0,0,1,23,1.1662900,1.3445400,1.6393700,765775.778719000050000,6466416.224840000300000
871,0,0,0,1,23,1.1047200,1.3445400,1.6393700,767775.778719000050000,6466416.224840000300000
872,0,0,0,1,22,0.9868480,1.3445400,1.6393700,769775.778719000050000,6466416.224840000300000
873,0,0,0,1,21,0.8799240,1.3445400,1.6393700,771775.778719000050000,6466416.224840000300000
874,0,0,0,1,20,0.7722050,1.4348600,1.9566400,773775.778719000050000,6466416.224840000300000
875,0,0,0,1,21,0.6967750,1.4348600,1.9566400,775775.778719000050000,6466416.224840000300000
876,0,0,0,1,22,0.6466190,1.4348600,1.9566400,777775.778719000050000,6466416.224840000300000
877,0,0,0,1,20,0.6315710,1.4348600,1.9566400,779775.778719000050000,6466416.224840000300000
878,0,0,0,1,17,0.6308170,1.4348600,1.9566400,781775.778719000050000,6466416.224840000300000
879,0,0,0,1,14,0.6353240,1.4348600,1.9566400,783775.778719000050000,6466416.224840000300000
880,0,0,0,1,10,0.6508780,1.3960299,1.9036900,785775.778719000050000,6466416.224840000300000
881,0,0,0,1,8,0.6615930,1.3960299,1.9036900,787775.778719000050000,6466416.224840000300000
882,0,0,0,1,7,0.6788870,1.3960299,1.9036900,789775.778719000050000,6466416.224840000300000
883,0,0,0,1,6,0.7004830,1.3960299,1.9036900,791775.778719000050000,6466416.224840000300000
884,0,0,0,1,0,0.7180070,1.3960299,1.9036900,793775.778719000050000,6466416.224840000300000
885,0,0,0,1,37,0.5767520,0.5859980,0.4881930,813775.778719000050000,6466416.224840000300000
886,0,0,0,1,37,1.0129100,0.5859980,0.4881930,815775.778719000050000,6466416.224840000300000
887,0,0,0,1,38,1.0333700,0.5859980,0.4881930,817775.778719000050000,6466416.224840000300000
888,0,0,0,1,40,1.0528800,0.5859980,0.4881930,819775.778719000050000,6466416.224840000300000
889,0,0,0,1,42,1.0750200,0.5859980,0.4881930,821775.778719000050000,6466416.224840000300000
890,0,0,0,1,45,1.0970300,0.5820120,0.4848730,823775.778719000050000,6466416.224840000300000
891,0,0,0,1,41,1.0993700,0.5820120,0.4848730,825775.778719000050000,6466416.224840000300000
892,0,0,0,1,25,0.5902500,0.5820120,0.4848730,827775.778719000050000,6466416.224840000300000
893,0,0,0,1,0,0.5424220,0.5664640,0.5003390,841775.778719000050000,6466416.224840000300000
894,0,0,0,1,0,0.7240740,5.7214198,0.3104730,879775.778719000050000,6466416.224840000300000
895,0,0,0,1,34,1.4893600,5.7214198,0.3104730,881775.778719000050000,6466416.224840000300000
896,0,0,0,1,33,1.5399400,5.7214198,0.3104730,883775.778719000050000,6466416.224840000300000
897,0,0,0,1,29,1.5632600,6.1672001,0.3346630,885775.778719000050000,6466416.224840000300000
898,0,0,0,1,26,1.5592500,6.1672001,0.3346630,887775.778719000050000,6466416.224840000300000
899,0,0,0,1,23,1.5529300,6.1672001,0.3346630,889775.778719000050000,6466416.224840000300000
900,0,0,0,1,20,1.5023299,6.1672001,0.3346630,891775.778719000050000,6466416.224840000300000
901,0,0,0,1,17,1.4347500,6.1672001,0.3346630,893775.778719000050000,6466416.224840000300000
902,0,0,0,1,14,1.3782800,6.1672001,0.3346630,895775.778719000050000,6466416.224840000300000
903,0,0,0,1,16,1.3222600,6.4121399,0.3479550,897775.778719000050000,6466416.224840000300000
904,0,0,0,1,18,1.2373000,6.4121399,0.3479550,899775.778719000050000,6466416.224840000300000
905,0,0,0,1,0,1.1962500,6.4121399,0.3479550,901775.778719000050000,6466416.224840000300000
906,0,0,0,1,31,0.6149730,1.0467200,0.8340090,705775.778719000050000,6468416.224840000300000
907,0,0,0,1,31,1.1384799,1.0467200,0.8340090,707775.778719000050000,6468416.224840000300000
908,0,0,0,1,30,1.1246600,1.0467200,0.8340090,709775.778719000050000,6468416.224840000300000
909,0,0,0,1,28,1.1163599,1.0467200,0.8340090,711775.778719000050000,6468416.224840000300000
910,0,0,0,1,29,1.1029800,1.0467300,0.8340160,713775.778719000050000,6468416.224840000300000
911,0,0,0,1,29,1.0970900,1.0467300,0.8340160,715775.778719000050000,6468416.224840000300000
912,0,0,0,1,27,1.0870500,1.0467300,0.8340160,717775.778719000050000,6468416.224840000300000
913,0,0,0,1,25,1.0699900,1.0467300,0.8340160,719775.778719000050000,6468416.224840000300000
914,0,0,0,1,26,1.0492400,1.0467300,0.8340160,721775.778719000050000,6468416.224840000300000
915,0,0,0,1,28,1.0325900,1.0467300,0.8340160,723775.778719000050000,6468416.224840000300000
916,0,0,0,1,30,1.0198700,1.0582401,0.8431870,725775.778719000050000,6468416.224840000300000
917,0,0,0,1,31,0.9874090,1.0582401,0.8431870,727775.778719000050000,6468416.224840000300000
918,0,0,0,1,32,0.9538850,1.0582401,0.8431870,729775.778719000050000,6468416.224840000300000
919,0,0,0,1,33,0.9219690,1.0582401,0.8431870,731775.778719000050000,6468416.224840000300000
920,0,0,0,1,33,0.8957050,1.0582401,0.8431870,733775.778719000050000,6468416.224840000300000
921,0,0,0,1,28,0.6896170,1.4043700,1.7123200,743775.778719000050000,6468416.224840000300000
922,0,0,0,1,28,0.7641530,1.4043700,1.7123200,745775.778719000050000,6468416.224840000300000
923,0,0,0,1,27,0.8096420,1.4043700,1.7123200,747775.778719000050000,6468416.224840000300000
924,0,0,0,1,27,0.9357860,1.3987600,1.7054800,749775.778719000050000,6468416.224840000300000
925,0,0,0,1,30,1.0447400,1.3987600,1.7054800,751775.778719000050000,6468416.224840000300000
926,0,0,0,1,34,1.1687500,1.3987600,1.7054800,753775.778719000050000,6468416.224840000300000
927,0,0,0,1,33,1.2242301,1.3987600,1.7054800,755775.778719000050000,6468416.224840000300000
928,0,0,0,1,30,1.2801700,1.3987600,1.7054800,757775.778719000050000,6468416.224840000300000
929,0,0,0,1,28,1.3032800,1.3987600,1.7054800,759775.778719000050000,6468416.224840000300000
930,0,0,0,1,25,1.2730200,1.3445400,1.6393700,761775.778719000050000,6468416.224840000300000
931,0,0,0,1,25,1.1951900,1.3445400,1.6393700,763775.778719000050000,6468416.224840000300000
932,0,0,0,1,24,1.1631300,1.3445400,1.6393700,765775.778719000050000,6468416.224840000300000
933,0,0,0,1,23,1.0815400,1.3445400,1.6393700,767775.778719000050000,6468416.224840000300000
934,0,0,0,1,21,0.9457270,1.3445400,1.6393700,769775.778719000050000,6468416.224840000300000
935,0,0,0,1,19,0.8295210,1.3445400,1.6393700,771775.778719000050000,6468416.224840000300000
936,0,0,0,1,19,0.7361380,1.4348600,1.9566400,773775.778719000050000,6468416.224840000300000
937,0,0,0,1,20,0.6957350,1.4348600,1.9566400,775775.778719000050000,6468416.224840000300000
938,0,0,0,1,21,0.6445100,1.4348600,1.9566400,777775.778719000050000,6468416.224840000300000
939,0,0,0,1,20,0.6285300,1.4348600,1.9566400,779775.778719000050000,6468416.224840000300000
940,0,0,0,1,17,0.6274910,1.4348600,1.9566400,781775.778719000050000,6468416.224840000300000
941,0,0,0,1,15,0.6317390,1.4348600,1.9566400,783775.778719000050000,6468416.224840000300000
942,0,0,0,1,12,0.6463120,1.3960299,1.9036900,785775.778719000050000,6468416.224840000300000
943,0,0,0,1,11,0.6564230,1.3960299,1.9036900,787775.778719000050000,6468416.224840000300000
944,0,0,0,1,11,0.6740550,1.3960299,1.9036900,789775.778719000050000,6468416.224840000300000
945,0,0,0,1,11,0.6965640,1.3960299,1.9036900,791775.778719000050000,6468416.224840000300000
946,0,0,0,1,0,0.7146830,1.3960299,1.9036900,793775.778719000050000,6468416.224840000300000
947,0,0,0,1,38,0.5910650,0.5859980,0.4881930,819775.778719000050000,6468416.224840000300000
948,0,0,0,1,40,1.0930500,0.5859980,0.4881930,821775.778719000050000,6468416.224840000300000
949,0,0,0,1,42,1.1167500,0.5820120,0.4848730,823775.778719000050000,6468416.224840000300000
950,0,0,0,1,38,1.1192300,0.5820120,0.4848730,825775.778719000050000,6468416.224840000300000
951,0,0,0,1,24,1.1061200,0.5820120,0.4848730,827775.778719000050000,6468416.224840000300000
952,0,0,0,1,17,1.0929500,0.5820120,0.4848730,829775.778719000050000,6468416.224840000300000
953,0,0,0,1,0,1.0823801,0.5820120,0.4848730,831775.778719000050000,6468416.224840000300000
954,0,0,0,1,0,0.8875260,0.5664640,0.5003390,841775.778719000050000,6468416.224840000300000
955,0,0,0,1,0,0.7602010,5.7214198,0.3104730,879775.778719000050000,6468416.224840000300000
956,0,0,0,1,33,1.4910300,5.7214198,0.3104730,881775.778719000050000,6468416.224840000300000
957,0,0,0,1,32,1.5370300,5.7214198,0.3104730,883775.778719000050000,6468416.224840000300000
958,0,0,0,1,27,1.5517000,6.1672001,0.3346630,885775.778719000050000,6468416.224840000300000
959,0,0,0,1,23,1.5465100,6.1672001,0.3346630,887775.778719000050000,6468416.224840000300000
960,0,0,0,1,21,1.5387700,6.1672001,0.3346630,889775.778719000050000,6468416.224840000300000
961,0,0,0,1,19,1.4912800,6.1672001,0.3346630,891775.778719000050000,6468416.224840000300000
962,0,0,0,1,17,1.4221100,6.1672001,0.3346630,893775.778719000050000,6468416.224840000300000
963,0,0,0,1,16,1.3501800,6.1672001,0.3346630,895775.778719000050000,6468416.224840000300000
964,0,0,1,0,17,1.2999400,6.4121399,0.3479550,897775.778719000050000,6468416.224840000300000
965,0,0,1,0,18,1.2062500,6.4121399,0.3479550,899775.778719000050000,6468416.224840000300000
966,0,0,0,1,0,1.1752400,6.4121399,0.3479550,901775.778719000050000,6468416.224840000300000
967,0,0,0,1,0,1.1466600,0.9813730,0.8202330,695775.778719000050000,6470416.224840000300000
968,0,0,0,1,6,1.1510900,0.9813730,0.8202330,697775.778719000050000,6470416.224840000300000
969,0,0,0,1,37,1.1509800,1.0467200,0.8340090,699775.778719000050000,6470416.224840000300000
970,0,0,0,1,32,1.1489201,1.0467200,0.8340090,701775.778719000050000,6470416.224840000300000
971,0,0,0,1,29,1.1451600,1.0467200,0.8340090,703775.778719000050000,6470416.224840000300000
972,0,0,0,1,29,1.1345000,1.0467200,0.8340090,705775.778719000050000,6470416.224840000300000
973,0,0,0,1,29,1.1240500,1.0467200,0.8340090,707775.778719000050000,6470416.224840000300000
974,0,0,0,1,29,1.1088400,1.0467200,0.8340090,709775.778719000050000,6470416.224840000300000
975,0,0,0,1,0,1.0979800,1.0467200,0.8340090,711775.778719000050000,6470416.224840000300000
976,0,0,0,1,32,1.0880100,1.0467300,0.8340160,713775.778719000050000,6470416.224840000300000
977,0,0,0,1,32,1.0900400,1.0467300,0.8340160,715775.778719000050000,6470416.224840000300000
978,0,0,0,1,30,1.0847200,1.0467300,0.8340160,717775.778719000050000,6470416.224840000300000
979,0,0,0,1,28,1.0735700,1.0467300,0.8340160,719775.778719000050000,6470416.224840000300000
980,0,0,0,1,29,1.0520101,1.0467300,0.8340160,721775.778719000050000,6470416.224840000300000
981,0,0,0,1,31,1.0352499,1.0467300,0.8340160,723775.778719000050000,6470416.224840000300000
982,0,0,0,1,32,1.0369600,1.0582401,0.8431870,725775.778719000050000,6470416.224840000300000
983,0,0,0,1,34,1.0250800,1.0582401,0.8431870,727775.778719000050000,6470416.224840000300000
984,0,0,0,1,34,0.9979350,1.0582401,0.8431870,729775.778719000050000,6470416.224840000300000
985,0,0,0,1,35,0.9698960,1.0582401,0.8431870,731775.778719000050000,6470416.224840000300000
986,0,0,0,1,35,0.9121740,1.0582401,0.8431870,733775.778719000050000,6470416.224840000300000
987,0,0,0,1,30,0.6749670,1.4043700,1.7123200,743775.778719000050000,6470416.224840000300000
988,0,0,0,1,29,0.7189290,1.4043700,1.7123200,745775.778719000050000,6470416.224840000300000
989,0,0,0,1,28,0.7586070,1.4043700,1.7123200,747775.778719000050000,6470416.224840000300000
990,0,0,0,1,28,0.8793580,1.3987600,1.7054800,749775.778719000050000,6470416.224840000300000
991,0,0,0,1,32,0.9822480,1.3987600,1.7054800,751775.778719000050000,6470416.224840000300000
992,0,0,0,1,35,1.0696200,1.3987600,1.7054800,753775.778719000050000,6470416.224840000300000
993,0,0,0,1,34,1.1810900,1.3987600,1.7054800,755775.778719000050000,6470416.224840000300000
994,0,0,0,1,31,1.2468700,1.3987600,1.7054800,757775.778719000050000,6470416.224840000300000
995,0,0,0,1,29,1.2415299,1.3987600,1.7054800,759775.778719000050000,6470416.224840000300000
996,0,0,0,1,26,1.2156900,1.3445400,1.6393700,761775.778719000050000,6470416.224840000300000
997,0,0,0,1,26,1.1798300,1.3445400,1.6393700,763775.778719000050000,6470416.224840000300000
998,0,0,0,1,26,1.1062500,1.3445400,1.6393700,765775.778719000050000,6470416.224840000300000
999,0,0,0,1,23,1.0184200,1.3445400,1.6393700,767775.778719000050000,6470416.224840000300000
1000,0,0,0,1,20,0.9032920,1.3445400,1.6393700,769775.778719000050000,6470416.224840000300000
1001,0,0,0,1,18,0.7895290,1.3445400,1.6393700,771775.778719000050000,6470416.224840000300000
1002,0,0,0,1,17,0.7040960,1.4348600,1.9566400,773775.778719000050000,6470416.224840000300000
1003,0,0,0,1,19,0.6701790,1.4348600,1.9566400,775775.778719000050000,6470416.224840000300000
1004,0,0,0,1,20,0.6337500,1.4348600,1.9566400,777775.778719000050000,6470416.224840000300000
1005,0,0,0,1,20,0.6201790,1.4348600,1.9566400,779775.778719000050000,6470416.224840000300000
1006,0,0,0,1,17,0.6240880,1.4348600,1.9566400,781775.778719000050000,6470416.224840000300000
1007,0,0,0,1,16,0.6278400,1.4348600,1.9566400,783775.778719000050000,6470416.224840000300000
1008,0,0,0,1,14,0.6412050,1.3960299,1.9036900,785775.778719000050000,6470416.224840000300000
1009,0,0,0,1,14,0.6505990,1.3960299,1.9036900,787775.778719000050000,6470416.224840000300000
